Indicator,Values,State,LGA,Months,Year
Men A given,1447,Anambra,Idemili North,Oct,2020
Men A given,695,Oyo,Ori Ire,Dec,2020
Men A given,772,Borno,Hawul,Dec,2020
Men A given,104,Taraba,Kurmi,Sep,2020
Men A given,353,Osun,Osogbo,Nov,2020
Men A given,459,Niger,Muya,Nov,2020
Men A given,1359,Kano,Takai,Dec,2020
Men A given,873,Niger,Paikoro,Nov,2020
Men A given,467,Imo,Onuimo,Oct,2020
Men A given,441,Kaduna,Makarfi,Sep,2020
Men A given,262,Kano,Shanono,Oct,2020
Men A given,1045,Niger,Rafi,Dec,2020
Men A given,297,Imo,Orsu,Nov,2020
Men A given,1086,Federal Capital Territory,Bwari,Nov,2020
Men A given,572,Yobe,Karasuwa,Sep,2020
Men A given,550,Borno,Hawul,Oct,2020
Men A given,1541,Kaduna,Lere,Sep,2020
Men A given,230,Anambra,Nnewi North,Sep,2020
Men A given,698,Adamawa,Michika,Oct,2020
Men A given,329,Oyo,Surulere,Dec,2020
Men A given,124,Bauchi,Darazo,Sep,2020
Men A given,173,Imo,Onuimo,Dec,2020
Men A given,411,Adamawa,Mubi South,Sep,2020
Men A given,372,Taraba,Kurmi,Dec,2020
Men A given,326,Osun,Osogbo,Aug,2020
Men A given,344,Oyo,Olorunsogo,Oct,2020
Men A given,548,Kaduna,Kachia,Nov,2020
Men A given,603,Katsina,Kusada,Nov,2020
Men A given,1403,Kaduna,Zaria,Aug,2020
Men A given,1616,Nasarawa,Lafia,Nov,2020
Men A given,266,Oyo,Atiba,Aug,2020
Men A given,475,Taraba,Zing,Oct,2020
Men A given,491,Niger,Agaie,Sep,2020
Men A given,238,Bauchi,Jama'are,Sep,2020
Men A given,552,Yobe,Bade,Nov,2020
Men A given,998,Bauchi,Shira,Dec,2020
Men A given,963,Jigawa,Kiyawa,Oct,2020
Men A given,816,Adamawa,Hong,Nov,2020
Men A given,1027,Anambra,Nnewi South,Oct,2020
Men A given,1121,Yobe,Potiskum,Aug,2020
Men A given,794,Kaduna,Makarfi,Oct,2020
Men A given,493,Delta,Warri South,Nov,2020
Men A given,348,Oyo,Saki East,Sep,2020
Men A given,1157,Kano,Gabasawa,Dec,2020
Men A given,341,Borno,Magumeri,Dec,2020
Men A given,324,Yobe,Gujba,Nov,2020
Men A given,555,Nasarawa,Nasarawa Eggon,Nov,2020
Men A given,755,Oyo,Ogbomosho North,Nov,2020
Men A given,427,Oyo,Orelope,Dec,2020
Men A given,1360,Oyo,Egbeda,Aug,2020
Men A given,513,Yobe,Bade,Aug,2020
Men A given,450,Anambra,Onitsha South,Nov,2020
Men A given,348,Imo,Okigwe,Nov,2020
Men A given,1026,Katsina,Dandume,Nov,2020
Men A given,308,Kwara,Moro,Oct,2020
