Indicator,Values,State,LGA,Months,Year
029. Penta Vaccine - Doses Opened,35030,Kwara,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,32947,Kwara,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,36342,Kwara,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,30503,Kwara,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,33066,Kwara,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,39353,Plateau,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,34287,Kwara,State level data,May,2017
029. Penta Vaccine - Doses Opened,37669,Plateau,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,30344,Kwara,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,36042,Kwara,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,47443,Akwa-Ibom,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,54904,Akwa-Ibom,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,42286,Akwa-Ibom,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,50814,Akwa-Ibom,State level data,May,2017
029. Penta Vaccine - Doses Opened,47821,Akwa-Ibom,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,47670,Akwa-Ibom,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,54312,Akwa-Ibom,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,50209,Akwa-Ibom,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,44120,Akwa-Ibom,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,44670,Akwa-Ibom,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,46726,Akwa-Ibom,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,43362,Akwa-Ibom,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,51450,Delta,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,47410,Delta,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,43672,Delta,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,54830,Sokoto,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,56760,Sokoto,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,49456,Sokoto,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,52100,Sokoto,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,57876,Sokoto,State level data,Mar,2017
