Indicator,Values,State,LGA,Months,Year
075. Men A Vaccine -  Opening Balance,6370,Borno,State level data,Jul,2021
075. Men A Vaccine -  Opening Balance,6410,Borno,State level data,May,2021
075. Men A Vaccine -  Opening Balance,590,Delta,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,960,Kaduna,State level data,Jul,2021
075. Men A Vaccine -  Opening Balance,160,Cross River,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,30,Cross River,State level data,Apr,2021
075. Men A Vaccine -  Opening Balance,1169,Katsina,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,730,Bayelsa,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,61089,Federal Government,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,6810,Federal Capital Territory,State level data,Dec,2021
075. Men A Vaccine -  Opening Balance,12700,Lagos,State level data,Dec,2021
075. Men A Vaccine -  Opening Balance,9590,Federal Capital Territory,State level data,Sep,2021
075. Men A Vaccine -  Opening Balance,40,Taraba,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,980,Bayelsa,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,30,Nasarawa,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,80,Zamfara,State level data,Jul,2021
075. Men A Vaccine -  Opening Balance,340,Gombe,State level data,Dec,2021
075. Men A Vaccine -  Opening Balance,1030,Ogun,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,1299,Kwara,State level data,Apr,2021
075. Men A Vaccine -  Opening Balance,260,Ekiti,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,6956,Federal Capital Territory,State level data,Jan,2021
075. Men A Vaccine -  Opening Balance,323,Abia,State level data,Dec,2021
075. Men A Vaccine -  Opening Balance,11430,Lagos,State level data,Sep,2021
075. Men A Vaccine -  Opening Balance,2373,Edo,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,1070,Oyo,State level data,Jul,2021
075. Men A Vaccine -  Opening Balance,920,Oyo,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,1030,Oyo,State level data,Apr,2021
075. Men A Vaccine -  Opening Balance,850,Oyo,State level data,Jan,2021
075. Men A Vaccine -  Opening Balance,410,Osun,State level data,Mar,2021
075. Men A Vaccine -  Opening Balance,620,Osun,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,760,Osun,State level data,Sep,2021
075. Men A Vaccine -  Opening Balance,2630,Edo,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,70,Osun,State level data,Feb,2021
075. Men A Vaccine -  Opening Balance,80,Osun,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,1760,Edo,State level data,Mar,2021
075. Men A Vaccine -  Opening Balance,530,Oyo,State level data,Dec,2021
075. Men A Vaccine -  Opening Balance,720,Zamfara,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,1460,Edo,State level data,May,2021
075. Men A Vaccine -  Opening Balance,2290,Edo,State level data,Sep,2021
075. Men A Vaccine -  Opening Balance,48880,Federal Government,State level data,Mar,2021
075. Men A Vaccine -  Opening Balance,200,Zamfara,State level data,Sep,2021
075. Men A Vaccine -  Opening Balance,53411,Federal Government,State level data,Apr,2021
075. Men A Vaccine -  Opening Balance,58496,Federal Government,State level data,Jul,2021
075. Men A Vaccine -  Opening Balance,60,Bayelsa,State level data,Jan,2021
075. Men A Vaccine -  Opening Balance,860,Taraba,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,780,Bayelsa,State level data,Dec,2021
075. Men A Vaccine -  Opening Balance,470,Taraba,State level data,Mar,2021
075. Men A Vaccine -  Opening Balance,7380,Borno,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,110,Osun,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,150,Jigawa,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,2160,Edo,State level data,Feb,2021
075. Men A Vaccine -  Opening Balance,5940,Yobe,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,170,Abia,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,11600,Lagos,State level data,Mar,2021
075. Men A Vaccine -  Opening Balance,1691,Edo,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,170,Zamfara,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,11850,Lagos,State level data,Jul,2021
075. Men A Vaccine -  Opening Balance,286,Cross River,State level data,Jul,2021
075. Men A Vaccine -  Opening Balance,90,Cross River,State level data,Mar,2021
075. Men A Vaccine -  Opening Balance,1110,Ondo,State level data,Feb,2021
075. Men A Vaccine -  Opening Balance,2410,Kano,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,90,Akwa-Ibom,State level data,Feb,2021
075. Men A Vaccine -  Opening Balance,140,Abia,State level data,May,2021
075. Men A Vaccine -  Opening Balance,160,Akwa-Ibom,State level data,Sep,2021
075. Men A Vaccine -  Opening Balance,320,Abia,State level data,Feb,2021
075. Men A Vaccine -  Opening Balance,2500,Ondo,State level data,Sep,2021
075. Men A Vaccine -  Opening Balance,1040,Sokoto,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,1840,Sokoto,State level data,Jul,2021
075. Men A Vaccine -  Opening Balance,2110,Sokoto,State level data,Apr,2021
075. Men A Vaccine -  Opening Balance,440,Abia,State level data,Aug,2021
